"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tFTANN1405-1447","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","08:43:00","00:05:31","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","53","Files_TextGrids/2014/May/1447.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1448","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","09:04:00","00:12:44","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","70","Files_TextGrids/2014/May/1448.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1449","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","10:08:00","00:35:57","Click to play","AYO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","11","","120","37","40.5","","821","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","240","Files_TextGrids/2014/May/1449.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1450","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","10:21:00","00:08:24","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","135","Files_TextGrids/2014/May/1450.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1451","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","11:14:00","00:08:59","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","26","Files_TextGrids/2014/May/1451.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1452","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-11","11:31:00","00:06:31","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","33","Files_TextGrids/2014/May/1452.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1453","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","07:11:00","00:44:17","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","65","Files_TextGrids/2014/May/1453.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1454","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","07:35:00","00:14:21","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","0","Files_TextGrids/2014/May/1454.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1455","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","07:55:00","00:08:26","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","110","Files_TextGrids/2014/May/1455.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1456","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","08:20:00","00:11:56","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","121","Files_TextGrids/2014/May/1456.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1457","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","14:27:00","00:08:20","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","57","Files_TextGrids/2014/May/1457.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1458","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","14:50:00","00:22:32","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","49","Files_TextGrids/2014/May/1458.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1459","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","16:16:00","01:10:17","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","452","Files_TextGrids/2014/May/1459.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1460","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","16:23:00","00:02:43","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","48","Files_TextGrids/2014/May/1460.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1461","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","16:27:00","00:03:44","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","61","Files_TextGrids/2014/May/1461.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1462","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","16:51:00","00:19:50","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","305","Files_TextGrids/2014/May/1462.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1463","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-12","17:21:00","00:02:23","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","65","Files_TextGrids/2014/May/1463.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1464","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-13","07:21:00","00:20:32","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","241","Files_TextGrids/2014/May/1464.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1465","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-13","08:49:00","00:41:49","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","978","Files_TextGrids/2014/May/1465.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1466","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-13","09:09:00","00:11:23","Click to play","ORA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","8.9","","120","37","34.8","","813","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","81","Files_TextGrids/2014/May/1466.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1468","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-13","10:40:00","00:20:02","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","20","Files_TextGrids/2014/May/1468.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1471","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-13","11:55:00","00:27:10","Click to play","AOBu","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.7","","120","37","51.1","","736","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","245","Files_TextGrids/2014/May/1471.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1473","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-14","12:01:00","00:07:15","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","75","Files_TextGrids/2014/May/1473.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1474","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-14","06:47:00","00:04:14","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","46","Files_TextGrids/2014/May/1474.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1477","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-14","15:52:00","00:39:31","Click to play","AGO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.9","","120","37","41.2","","733","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","117","Files_TextGrids/2014/May/1477.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1478","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-14","16:27:00","00:06:01","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","54","Files_TextGrids/2014/May/1478.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1479","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-14","16:52:00","00:19:09","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","352","Files_TextGrids/2014/May/1479.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1480","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","10:55:00","01:04:56","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","90","Files_TextGrids/2014/May/1480.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1481","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","11:14:00","00:14:01","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","31","Files_TextGrids/2014/May/1481.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1482","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","11:19:00","00:01:13","Click to play","GRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","47.8","","779","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","10","Files_TextGrids/2014/May/1482.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1483","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","12:08:00","00:05:51","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","95","Files_TextGrids/2014/May/1483.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1484","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","16:12:00","00:03:13","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","32","Files_TextGrids/2014/May/1484.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1485","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","17:06:00","00:39:09","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","416","Files_TextGrids/2014/May/1485.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1486","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","17:28:00","00:03:16","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","91","Files_TextGrids/2014/May/1486.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1487","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-15","17:31:00","00:01:55","Click to play","two CAVI","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","14","Files_TextGrids/2014/May/1487.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1488","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","07:28:00","00:45:56","Click to play","RYA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.7","","120","37","48","","729","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","142","Files_TextGrids/2014/May/1488.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1489","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","08:03:00","00:23:18","Click to play","AOBu","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.7","","120","37","51.1","","736","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","176","Files_TextGrids/2014/May/1489.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1490","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","08:46:00","00:02:25","Click to play","two CAVI","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","","Files_TextGrids/2014/May/1490.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1492","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","08:59:00","00:04:17","Click to play","YAW","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","14.3","","120","37","37.8","W","791","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","17","Files_TextGrids/2014/May/1492.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1493","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","09:47:00","00:12:15","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","335","Files_TextGrids/2014/May/1493.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1494","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-16","10:07:00","00:09:30","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","193","Files_TextGrids/2014/May/1494.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1495","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","10:13:00","00:02:23","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","19","Files_TextGrids/2014/May/1495.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1496","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","07:44:00","00:32:30","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","560","Files_TextGrids/2014/May/1496.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1497","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","08:11:00","00:15:30","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","365","Files_TextGrids/2014/May/1497.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1498","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","08:12:00","00:00:40","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","17.72","N","120","37","42.65","W","728","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","19","Files_TextGrids/2014/May/1498.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1499","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","08:33:00","00:02:38","Click to play","AGO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.9","","120","37","41.2","","733","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","40","Files_TextGrids/2014/May/1499.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1500","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","09:25:00","00:49:53","Click to play","AGO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.9","","120","37","41.2","","733","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","401","Files_TextGrids/2014/May/1500.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1501","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","09:54:00","00:15:49","Click to play","AGO","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.9","","120","37","41.2","","733","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","265","Files_TextGrids/2014/May/1501.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1503","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","12:17:00","00:55:52","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","447","Files_TextGrids/2014/May/1503.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1505","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","13:02:00","00:15:25","Click to play","BuRA","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.4","","120","37","35.4","","755","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","147","Files_TextGrids/2014/May/1505.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN1405-1506","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2014-05-23","13:23:00","00:08:19","Click to play","WABk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","12.2","","120","37","33.8","","794","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","141","Files_TextGrids/2014/May/1506.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
