"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tSMM0112-14","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-19","08:10:00","00:03:01","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.96","N","118","38","20.57","W","752","","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","123","Files_TextGrids/2012/Jan/TRK14-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-15","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-19","08:13:00","00:04:04","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.96","N","118","38","20.57","W","752","","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","67","Files_TextGrids/2012/Jan/TRK15a-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-17","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-19","09:15:00","00:01:25","Click to play","CATH-TLR1","Primary subject","2","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","55.15","N","118","38","38.67","W","732","","along","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","61","Files_TextGrids/2012/Jan/TRK17-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-18","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:15:00","00:05:19","Click to play","CATH-TLR1","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","55.15","N","118","38","38.67","W","732","","along","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","238","Files_TextGrids/2012/Jan/TRK18-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-19","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:20:00","00:04:17","Click to play","CATH-TLR5","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.95","N","118","38","26.59","W","760","0","along","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","180","Files_TextGrids/2012/Jan/TRK19-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-20","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:35:00","00:02:12","Click to play","CATH-TLR4","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.54","N","118","38","25.4","W","775","","NE","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","67","Files_TextGrids/2012/Jan/TRK20-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-21","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:37:00","00:02:09","Click to play","CATH-TLR5","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.83","N","118","38","27.52","W","743","60","NW","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","32","Files_TextGrids/2012/Jan/TRK21-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-22","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:39:00","00:02:39","Click to play","CATH-TLR12","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","9.73","N","118","38","18.57","W","754","150","up road","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","44","Files_TextGrids/2012/Jan/TRK22-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-23","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:41:00","00:02:18","Click to play","CATH-TLR10","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.53","N","118","38","17.88","W","750","50","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","82","Files_TextGrids/2012/Jan/TRK23-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-24","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:44:00","00:02:40","Click to play","CATH-TLR8","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.99","N","118","38","21.46","W","746","40","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","88","Files_TextGrids/2012/Jan/TRK24-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-25","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:47:00","00:04:01","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.29","N","118","38","20.91","W","770","25","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","140","Files_TextGrids/2012/Jan/TRK25-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-26","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:51:00","00:04:39","Click to play","CATH-TLR8","Primary subject","5","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.29","N","118","38","20.91","W","770","25","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","218","Files_TextGrids/2012/Jan/TRK26-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-27","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-20","08:55:00","00:04:17","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.29","N","118","38","20.91","W","770","25","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","59","Files_TextGrids/2012/Jan/TRK27-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0112-8","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-01-19","07:10:00","00:01:52","Click to play","CATH-TLR1","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","54.28","N","118","38","39.47","W","729","25","up road","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2012-04-09","Praat annotation","48","Files_TextGrids/2012/Jan/TRK08-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-10","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-08","10:45:00","00:02:12","Click to play","CATH-TLR11","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.03","N","118","38","12.37","W","764","175","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","71","Files_TextGrids/2012/Feb/TRK10-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-11","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:05:00","00:02:02","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.69","N","118","38","21.38","W","774","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","51","Files_TextGrids/2012/Feb/TRK11-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-12","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:07:00","00:08:10","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.79","N","118","38","20.83","W","777","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","300","Files_TextGrids/2012/Feb/TRK12-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-13","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:20:00","00:06:07","Click to play","CATH-TLR7","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.43","N","118","38","23.59","W","756","7","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","310","Files_TextGrids/2012/Feb/TRK13-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-14","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:25:00","00:01:19","Click to play","CATH-TLR8","Primary subject","5","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.72","N","118","38","21.07","W","776","25","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","72","Files_TextGrids/2012/Feb/TRK14-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-15a","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:41:00","00:01:40","Click to play","CATH-TLR12","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","8.8","N","118","38","19.5","W","749","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","41","Files_TextGrids/2012/Feb/TRK15a-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-15b","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","08:43:00","00:01:20","Click to play","CATH-TLR13","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","10.76","N","118","38","19.01","W","746","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","37","Files_TextGrids/2012/Feb/TRK15b-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-17","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","09:10:00","00:04:47","Click to play","CATH-TLR6","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.01","N","118","38","26.77","W","733","90","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","254","Files_TextGrids/2012/Feb/TRK17-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-18","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","09:18:00","00:02:58","Click to play","CATH-TLR4","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","59.44","N","118","38","26.44","W","789","50","","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","55","Files_TextGrids/2012/Feb/TRK18-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-19","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","09:40:00","00:03:52","Click to play","CATH-TLR1","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","53.29","N","118","38","39.81","W","732","10","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","193","Files_TextGrids/2012/Feb/TRK19-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-23","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","10:30:00","00:08:46","Click to play","CATH-TLR2","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","57.98","N","118","38","35.6","W","740","20","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","819","Files_TextGrids/2012/Feb/TRK23-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-24","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-09","13:45:00","00:04:55","Click to play","CATH-TLR2","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","57.98","N","118","38","35.6","W","740","20","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","398","Files_TextGrids/2012/Feb/TRK24-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-25","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","07:25:00","00:03:56","Click to play","CATH-TLR1","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","53.96","N","118","38","41.07","W","723","25","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","106","Files_TextGrids/2012/Feb/TRK25-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-27","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","08:40:00","00:01:32","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.93","N","118","38","18.45","W","767","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","12","Files_TextGrids/2012/Feb/TRK27-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-28","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","08:42:00","00:04:57","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.03","N","118","38","20.32","W","753","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","294","Files_TextGrids/2012/Feb/TRK28-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-29","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","08:46:00","00:01:30","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.83","N","118","38","17.38","W","763","65","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","38","Files_TextGrids/2012/Feb/TRK29-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-30","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","08:48:00","00:01:25","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.13","N","118","38","17.7","W","745","40","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","31","Files_TextGrids/2012/Feb/TRK30-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-31","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","08:50:00","00:02:03","Click to play","CATH-TLR10","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.13","N","118","38","17.7","W","745","40","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","35","Files_TextGrids/2012/Feb/TRK31-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-34a","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","09:29:00","00:03:00","Click to play","CATH-TLR9","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","5.07","N","118","38","20.48","W","753","12","W","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","79","Files_TextGrids/2012/Feb/TRK34a-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-34b","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","09:32:00","00:01:20","Click to play","CATH-TLR10","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.18","N","118","38","18.84","W","763","35","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","29","Files_TextGrids/2012/Feb/TRK34b-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-35","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","09:30:00","00:01:00","Click to play","CATH-TLR9","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","4.64","N","118","38","21.95","W","739","35","NW","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","15","Files_TextGrids/2012/Feb/TRK35-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-37","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","10:07:00","00:07:58","Click to play","CATH-TLR6","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.84","N","118","38","26.96","W","751","25","","Between Pole 84 and A","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","251","Files_TextGrids/2012/Feb/TRK37-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-38","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","10:08:00","00:01:02","Click to play","CATH-TLR4","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","0.65","N","118","38","24.11","W","751","","","Upper Road","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","16","Files_TextGrids/2012/Feb/TRK38-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-39","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","10:10:00","00:02:23","Click to play","CATH-TLR3","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","1.15","N","118","38","32.72","W","725","40","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","35","Files_TextGrids/2012/Feb/TRK39-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-40","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-10","10:13:00","00:06:32","Click to play","CATH-TLR1","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","55.99","N","118","38","36.37","W","763","35","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","359","Files_TextGrids/2012/Feb/TRK40-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-6","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-08","10:25:00","00:01:54","Click to play","CATH-TLR2","Primary subject","5","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","4","59.31","N","118","38","34.99","W","732","20","up road","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","98","Files_TextGrids/2012/Feb/TRK06-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-8","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-08","10:41:00","00:01:23","Click to play","CATH-TLR11","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.03","N","118","38","12.37","W","764","175","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","52","Files_TextGrids/2012/Feb/TRK08-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0212-9","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-02-08","10:43:00","00:02:43","Click to play","CATH-TLR11","Primary subject","3","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","7.03","N","118","38","12.37","W","764","175","E","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","116","Files_TextGrids/2012/Feb/TRK09-2-12_Triple.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-10","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","07:45:00","00:02:33","Click to play","CATH-TLR7","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","2.72","N","118","38","22.44","W","761","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","86","Files_TextGrids/2012/Mar/TRKb10-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-11","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","07:47:00","00:08:44","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.3","N","118","38","20.35","W","773","25","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","616","Files_TextGrids/2012/Mar/TRKb11-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-12","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","07:55:00","00:08:41","Click to play","CATH-TLR8","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","3.3","N","118","38","20.35","W","773","","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","695","Files_TextGrids/2012/Mar/TRKb12-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-13","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","08:50:00","00:04:17","Click to play","CATH-TLR13","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","5","34","5","10.3","N","118","38","18.86","W","753","20","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","29","Files_TextGrids/2012/Mar/TRKb13a-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
"tSMM0312-13","single microphone","MOC2012","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD650","44","Martin","Cody","2012-03-29","08:50:00","00:04:17","Click to play","CATH-TLR14","Primary subject","4","CATH","California Thrasher","Unkown sex","Reproductive adult","sight and sound","","34","5","9.98","N","118","38","17.37","W","751","10","","on TLR","Topanga Lookout Road","Santa Monica mountains","USA","California","Chapparal","CATH processed","2013-02-23","Praat annotation","93","Files_TextGrids/2012/Mar/TRKb13b-3-12.TextGrid","Files_Keys/CATH_2012/Cath_2012SMM.pdf"
